Idx,Gradient,NMR_signal(mean),NMR_signal(noise),NMR_signal(std),SAT_lhs(mean),SAT_lhs(std),SAT_rhs
0,0,842846.29671411903,-15.690366969601586,0,0,0,-0
1,3.9138943248532287,842783.90559477033,0.37480515709236017,0,-7.4027054441433269e-05,0,-6.5856920898071179e-05
2,7.8277886497064575,842546.27138031134,-1.9436536916791369,0,-0.0003560302123749571,0,-0.00026342768359228472
3,11.741682974559687,842141.93963426899,-14.259471157892632,0,-0.00083603802766348521,0,-0.00059271228808264076
4,15.655577299412915,841610.63756119739,2.889289506105968,0,-0.0014671308591179225,0,-0.0010537107343691389
5,19.569471624266143,840892.1021715384,-11.131279877256206,0,-0.0023212577694325131,0,-0.0016464230224517795
6,23.483365949119371,840029.56598176202,-13.564776963744814,0,-0.0033475236351435023,0,-0.0023708491523305626
7,27.397260273972599,839044.39836700319,16.377447749848272,0,-0.0045209891866633076,0,-0.0032269891240054869
8,31.311154598825826,837861.11868145049,2.5301229322913557,0,-0.005932255200061045,0,-0.0042148429374765555
9,35.225048923679054,836551.73815702228,16.116793075870298,0,-0.0074962431806624829,0,-0.0053344105927437659
10,39.138943248532286,835047.40897148126,-12.600150581345311,0,-0.0092961119999722154,0,-0.0065856920898071181
11,43.052837573385517,833433.87584069185,1.1332081378837497,0,-0.01123024653115258,0,-0.007968687428666613
12,46.966731898238748,831651.90911462437,-3.003386558785933,0,-0.013370637641898544,0,-0.0094833966093222522
13,50.88062622309198,829730.85727898928,3.1494653189771982,0,-0.015683232584687224,0,-0.011129819631774032
14,54.794520547945211,827668.32750230341,15.91280933655441,0,-0.018172108964403792,0,-0.01290795649602196
15,58.708414872798443,825427.38968903071,-3.0250533963447346,0,-0.020883312148416253,0,-0.014817807202066021
16,62.622309197651674,823060.57931163919,-2.6040660643324829,0,-0.023754806570200484,0,-0.016859371749906232
17,66.536203522504906,820542.65503923525,-9.633011058312082,0,-0.026818716630171466,0,-0.019032650139542584
18,70.450097847358137,817890.76881867391,-8.6175471940132038,0,-0.030055819215688118,0,-0.021337642370975077
19,74.363992172211368,815128.63717554545,22.413074804682207,0,-0.033438674639298484,0,-0.023774348444203713
20,78.2778864970646,812180.51082763704,5.8777077152707689,0,-0.037061993019684464,0,-0.026342768359228493
21,82.191780821917831,809111.27620244201,4.7470020288293071,0,-0.040848157010908638,0,-0.029042902116049412
22,86.105675146771063,805906.51049742335,2.6007338576919796,0,-0.044816868610055273,0,-0.03187474971466648
23,90.019569471624294,802566.14528667682,-2.7062337269607872,0,-0.048970336809678564,0,-0.034838311155079675
24,93.933463796477525,799106.7101784182,3.2021444008432072,0,-0.053290120935417788,0,-0.037933586437289037
25,97.847358121330757,795511.75585686322,1.6486536539212744,0,-0.057798986834737769,0,-0.041160575561294536
26,101.76125244618399,791777.78155578568,-13.16711593340618,0,-0.062503838849304855,0,-0.044519278527096168
27,105.67514677103722,787949.75343366817,1.3522662340142455,0,-0.067350289303678063,0,-0.04800969533469393
28,109.58904109589045,783982.28185470786,-2.6179214057862596,0,-0.072398192030503808,0,-0.051631825984087845
29,113.50293542074368,779910.4837241217,7.540569896384377,0,-0.07760546380897855,0,-0.055385670475277912
30,117.41682974559691,775705.97486534005,0.88417977676556081,0,-0.08301106243673044,0,-0.059271228808264111
