msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
8043.7037399999999,0,6204.9160425,0,7252.6758675000001,0,1.1206988240867166,0,0.86450748773929287,0,1.0104879019561401,0
