msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
4032.9610742187501,0,3616.06855,0,3691.50849140625,0,1.2965983359845947,0,1.1625672498325519,0,1.1868212162592096,0
