msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
1600.6731749999999,0,1838.6540849999999,0,1522.21352,0,0.52579926473808691,0,0.6039727416564471,0,0.50002634022424675,0
