msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
315.26861118750003,0,322.7074790625,0,297.552058875,0,2.1273185640182191,0,2.1775133539979761,0,2.0077736766194332,0
