msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
6967.6391194999997,0,5520.0542332499999,0,6309.473763,0,1.1493455340411727,0,0.9105594551955265,0,1.0407779977236238,0
