   1.8000000000000000e+01   6.5038450166036403e+00   7.2881828986076480e-01   2.0101724391617216e-02
   2.2000000000000000e+01   7.1902712048990205e+00   7.3799304935084808e-01   4.1861512307005001e-02
   2.6000000000000000e+01   7.8166488983451226e+00   7.2354711193414323e-01   3.0187398355008430e-02
   3.2000000000000000e+01   8.6717933554715216e+00   6.8619166115375263e-01   2.3015412205247322e-02
   3.8000000000000000e+01   9.4498677239419617e+00   6.8081463741306214e-01   1.6328801539611189e-02
   5.6000000000000000e+01   1.1471704319759990e+01   6.4417411946945013e-01   2.1450536389022345e-02
   6.6000000000000000e+01   1.2453915047084593e+01   6.1477061584300696e-01   2.1603239482278755e-02
   7.9000000000000000e+01   1.3625344032353826e+01   5.9258421255336280e-01   1.2326032100113892e-02
   9.5000000000000000e+01   1.4941552797483936e+01   6.2449781064115273e-01   1.3221824861004917e-02
   1.1600000000000000e+02   1.6510602654052338e+01   5.8127815978196395e-01   2.0296413777001521e-02
   1.4200000000000000e+02   1.8267457403809654e+01   5.4150996001434726e-01   3.4825806739598869e-02
   1.7400000000000000e+02   2.0221275924134957e+01   5.3003144735137586e-01   1.2781825947207089e-02
   2.1600000000000000e+02   2.2529980026622308e+01   5.1172740198383770e-01   2.7128621400205999e-02
   2.6700000000000000e+02   2.5048952073889243e+01   5.0442482185305060e-01   1.6902221004213479e-02
   3.3200000000000000e+02   2.7932060432413504e+01   4.8752121539818472e-01   1.2575683075680365e-02
   4.1400000000000000e+02   3.1191344953368077e+01   4.4849593097742502e-01   2.0244821008343197e-02
   5.1700000000000000e+02   3.4856132889349617e+01   4.0073053628291522e-01   1.7640430955546516e-02
   6.4700000000000000e+02   3.8992948080390128e+01   3.9622309601728650e-01   1.6103872845171386e-02
   8.1000000000000000e+02   4.3629118716746966e+01   3.7476065004103443e-01   4.3833542616803702e-02
   9.1600000000000000e+02   4.6396120527475141e+01   3.7035135370224942e-01   5.7652852864547466e-02
   1.0160000000000000e+03   4.8863073992535512e+01   3.7883343722649870e-01   9.2864281663623288e-02
   1.2160000000000000e+03   5.3456524391321970e+01   3.7601236549304240e-01   3.6487121250030903e-02
   1.4160000000000000e+03   5.7685353427018207e+01   3.5346817624362686e-01   5.7350269600505328e-02
