   1.8000000000000000e+01   6.5038450166036403e+00   6.4773896929884567e-01   1.9505909308218463e-02
   2.2000000000000000e+01   7.1902712048990205e+00   6.3822500722724373e-01   2.9304215763600445e-02
   2.6000000000000000e+01   7.8166488983451226e+00   6.3874374857093252e-01   2.2293114845488064e-02
   3.2000000000000000e+01   8.6717933554715216e+00   6.4869152683928244e-01   6.9793092276750103e-03
   3.8000000000000000e+01   9.4498677239419617e+00   6.3716775206919030e-01   7.1101290087972127e-03
   6.2000000000000000e+01   1.2070625501605129e+01   6.0055356656973757e-01   1.2002054270646195e-02
   7.2000000000000000e+01   1.3007690033207281e+01   5.7673854249498335e-01   1.3646402125543834e-02
   8.4000000000000000e+01   1.4049911031746786e+01   5.5366506681723848e-01   1.9706353227971301e-02
   9.8000000000000000e+01   1.5175638372075161e+01   5.3225351658303477e-01   1.8415528568172013e-02
   1.1500000000000000e+02   1.6439282222773599e+01   5.5112622854374949e-01   1.3221468413501624e-02
   1.3600000000000000e+02   1.7877359984069237e+01   5.1381423465026854e-01   2.1635170335588060e-02
   1.6100000000000000e+02   1.9451221041363961e+01   4.9619420598901953e-01   2.2152960631822587e-02
   1.9100000000000000e+02   2.1186080335918678e+01   5.1506836917806209e-01   1.5165071255873654e-02
   2.2800000000000000e+02   2.3147354060453651e+01   4.9950297706421404e-01   1.4456419127856501e-02
   2.7200000000000000e+02   2.5282404948896776e+01   4.6112074017608884e-01   2.2568902443811923e-02
   3.2500000000000000e+02   2.7636027210870960e+01   4.8503266821684410e-01   1.5129709556106324e-02
   3.9000000000000000e+02   3.0273751006441209e+01   4.7557875031025831e-01   1.2393439818170053e-02
   4.6800000000000000e+02   3.3163232653045149e+01   4.9153386961699774e-01   1.0142221144683355e-02
   5.6300000000000000e+02   3.6373754274201616e+01   4.7027240104637064e-01   1.3007236698586390e-02
   6.7800000000000000e+02   3.9916162140165738e+01   4.6905237771545488e-01   7.3798493732969567e-03
   8.1600000000000000e+02   4.3790409909020042e+01   4.3492263539493192e-01   9.9995826922887453e-03
   1.0160000000000000e+03   4.8863073992535512e+01   4.4260765896475052e-01   9.4816185156033055e-03
   1.2160000000000000e+03   5.3456524391321970e+01   4.4005419132815010e-01   1.7715328482411374e-02
