msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
49.128183999999997,0,49.512317000000003,0,39.273525499999998,0,1.6178326234906695,0,1.630482447859495,0,1.2933103896816684,0
