   1.8000000000000000e+01   6.5038450166036403e+00   9.3276497059033237e-01   1.8166292682242176e-02
   2.4000000000000000e+01   7.5099933422074354e+00   9.1542439105376427e-01   2.1536097095863266e-02
   3.2000000000000000e+01   8.6717933554715216e+00   9.0553648970873546e-01   6.0742300771339727e-03
   4.2000000000000000e+01   9.9347873656158345e+00   8.9141352376900929e-01   3.8273563829667148e-03
   5.6000000000000000e+01   1.1471704319759990e+01   8.6068722892276961e-01   3.5733219601127931e-03
   5.6000000000000000e+01   1.1471704319759990e+01   8.8479917452866730e-01   1.1874870892189608e-02
   6.8000000000000000e+01   1.2641202474448388e+01   8.6083228882264640e-01   1.0488881441018035e-02
   8.5000000000000000e+01   1.4133294025102572e+01   8.0610178142459388e-01   2.0764261947053757e-02
   1.0700000000000000e+02   1.5857175032142392e+01   8.3308794167827260e-01   1.0217970521869570e-02
   1.3600000000000000e+02   1.7877359984069237e+01   7.8529767650827731e-01   1.4807505514651910e-02
   1.7400000000000000e+02   2.0221275924134957e+01   7.4822054133960014e-01   1.2735608615313617e-02
   2.2400000000000000e+02   2.2943408639519980e+01   6.9148143083433733e-01   2.6190658978315667e-02
   2.9100000000000000e+02   2.6150525807333207e+01   6.9404933996495921e-01   1.5840353100149647e-02
   3.7800000000000000e+02   2.9804362096847505e+01   6.2709148328677400e-01   2.2727662834009593e-02
   4.9300000000000000e+02   3.4037479342630533e+01   6.1384013224031242e-01   2.1665917022155343e-02
   6.4500000000000000e+02   3.8932634126141537e+01   5.6044813406273342e-01   2.3190203793913556e-02
   8.4500000000000000e+02   4.4561754902606793e+01   5.5578854754412066e-01   2.4933304316346008e-02
   1.1080000000000000e+03   5.1027443596558911e+01   5.0172529112325737e-01   4.1806548557978780e-02
   1.4550000000000000e+03   5.8474353352559625e+01   5.2422255405370277e-01   1.4062229332947741e-02
   1.9130000000000000e+03   6.7048862779319393e+01   4.9194047989023332e-01   1.7006964224313633e-02
   2.5160000000000000e+03   7.6893432749487786e+01   5.1322175824693284e-01   5.3129921775751238e-02
