   1.8000000000000000e+01   6.5038450166036403e+00   6.5046439158113079e-01   4.7659081429437117e-02
   2.2000000000000000e+01   7.1902712048990205e+00   6.3093188280216539e-01   3.6441116873202437e-02
   2.6000000000000000e+01   7.8166488983451226e+00   5.9248088905563567e-01   3.9316590950398994e-02
   3.2000000000000000e+01   8.6717933554715216e+00   5.7673397565997775e-01   1.0475465257415027e-02
   3.8000000000000000e+01   9.4498677239419617e+00   5.3533053606794390e-01   3.1926757557001507e-02
   6.2000000000000000e+01   1.2070625501605129e+01   5.5689373435479406e-01   1.2840917667661218e-02
   7.2000000000000000e+01   1.3007690033207281e+01   5.1543047236175221e-01   2.0076449868095932e-02
   8.4000000000000000e+01   1.4049911031746786e+01   5.1146272381199143e-01   1.5144678014020155e-02
   9.8000000000000000e+01   1.5175638372075161e+01   4.7446601139242284e-01   1.6888690213137325e-02
   1.1500000000000000e+02   1.6439282222773599e+01   4.9153181135721752e-01   1.5857641993961922e-02
   1.3600000000000000e+02   1.7877359984069237e+01   4.3052822673154328e-01   1.5440816062748868e-02
   1.6100000000000000e+02   1.9451221041363961e+01   4.2742230164706269e-01   1.5877529640651023e-02
   1.9100000000000000e+02   2.1186080335918678e+01   4.4743947874707796e-01   2.1776637255212779e-02
   2.2800000000000000e+02   2.3147354060453651e+01   4.3034852551668201e-01   6.1720154402163267e-02
   2.7200000000000000e+02   2.5282404948896776e+01   3.6525114019209853e-01   3.5736300995519638e-02
   3.2500000000000000e+02   2.7636027210870960e+01   3.8795485731804380e-01   1.5564067725216235e-02
   3.9000000000000000e+02   3.0273751006441209e+01   3.5674326535361839e-01   4.4901451644792013e-02
   4.6800000000000000e+02   3.3163232653045149e+01   3.3350688203615952e-01   4.0016175731478677e-02
   5.6300000000000000e+02   3.6373754274201616e+01   3.4017823895414434e-01   2.4890469968895941e-02
   6.7800000000000000e+02   3.9916162140165738e+01   3.2934122192562659e-01   3.1193745816172770e-02
   8.1600000000000000e+02   4.3790409909020042e+01   2.8142374768405243e-01   5.1825833265863222e-02
   1.0160000000000000e+03   4.8863073992535512e+01   2.6933585385393233e-01   6.0687652303622004e-02
