msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
4188.7438257812501,0,4309.0930933593754,0,3745.5414039062498,0,1.4040482097590781,0,1.4443887463774443,0,1.255488738739525,0
