   1.8000000000000000e+01   6.5038450166036403e+00   6.2935141111713444e-01   1.4205569775316616e-02
   2.2000000000000000e+01   7.1902712048990205e+00   6.1275024954363688e-01   1.4682977975582075e-02
   2.6000000000000000e+01   7.8166488983451226e+00   5.9240894842717806e-01   3.8779580574074296e-02
   3.2000000000000000e+01   8.6717933554715216e+00   6.0312549844407637e-01   2.7534958915217504e-02
   3.8000000000000000e+01   9.4498677239419617e+00   5.7656613158884262e-01   1.8407796940147676e-02
   6.2000000000000000e+01   1.2070625501605129e+01   5.5083110139573777e-01   9.0656574636551520e-03
   7.2000000000000000e+01   1.3007690033207281e+01   4.9884840712575285e-01   1.5687907380782070e-02
   8.4000000000000000e+01   1.4049911031746786e+01   5.1559080823257752e-01   3.0026658973106846e-02
   9.8000000000000000e+01   1.5175638372075161e+01   5.2179935904961228e-01   2.9298907578389058e-02
   1.1500000000000000e+02   1.6439282222773599e+01   5.2388301489115408e-01   3.7896386718835884e-02
   1.3600000000000000e+02   1.7877359984069237e+01   5.3881631812157971e-01   3.8357821628416180e-02
   1.6100000000000000e+02   1.9451221041363961e+01   5.4493175180522790e-01   4.4073549558669781e-02
   1.9100000000000000e+02   2.1186080335918678e+01   5.2626874134100121e-01   3.9666004424721193e-02
   2.2800000000000000e+02   2.3147354060453651e+01   5.5313603663383504e-01   1.8240911568912568e-02
   2.7200000000000000e+02   2.5282404948896776e+01   5.1975596441875604e-01   3.6163431976353397e-02
   3.2500000000000000e+02   2.7636027210870960e+01   5.5968760981146759e-01   1.4288900219889374e-02
   3.9000000000000000e+02   3.0273751006441209e+01   5.7435029414018168e-01   2.9907474859084800e-02
   4.6800000000000000e+02   3.3163232653045149e+01   5.8974752333486136e-01   9.7257345615286237e-03
   5.6300000000000000e+02   3.6373754274201616e+01   5.4858409030091415e-01   4.7852931442812718e-02
   6.7800000000000000e+02   3.9916162140165738e+01   5.7858363474792296e-01   4.8366170792931241e-02
   8.1600000000000000e+02   4.3790409909020042e+01   5.3511749858950852e-01   1.4001483412857153e-02
   1.0160000000000000e+03   4.8863073992535512e+01   5.4879500516784541e-01   6.9942984086165089e-02
   1.2160000000000000e+03   5.3456524391321970e+01   5.4029781951024780e-01   8.7154478796521009e-02
