msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
111.44226375,0,111.608977,0,111.466426,0,2.4191518903762663,0,2.422770846599132,0,2.4196763965267731,0
