msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
92.492998,0,92.432476750000006,0,74.773352500000001,0,1.4377149948186529,0,1.4367742500000003,0,1.1622800906735753,0
