msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
46.002170749999998,0,46.109575937499997,0,45.9658063125,0,2.0295075330882351,0,2.034245997242647,0,2.0279032196691174,0
