msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
913.80129250000005,0,904.523329375,0,837.14776062500005,0,0.4981065070453245,0,0.49304915612820582,0,0.45632321856858632,0
