Idx,Gradient,NMR_signal(mean),NMR_signal(noise),NMR_signal(std),SAT_lhs(mean),SAT_lhs(std),SAT_rhs
0,0,126222.40804507709,6.5881067882017428,0,0,0,-0
1,3.9138943248532287,126141.07482914263,-7.206986260637283,0,-0.00064457201037268269,0,-0.0007100379137025502
2,7.8277886497064575,125942.30708148297,-3.6509622591478434,0,-0.0022215723453140167,0,-0.0028401516548102008
3,11.741682974559687,125623.88372440357,14.165717752885186,0,-0.0047531011339348251,0,-0.0063903412233229538
4,15.655577299412915,125142.70240553239,1.6997243842444665,0,-0.0085907887370624079,0,-0.011360606619240803
5,19.569471624266143,124560.8642858689,19.051535419690286,0,-0.013251027919019468,0,-0.017750947842563754
6,23.483365949119371,123824.60003959063,9.9078691770190428,0,-0.019179445708524159,0,-0.025561364893291812
7,27.397260273972599,122973.97834770296,11.270953047063008,0,-0.026072719289825175,0,-0.034791857771424947
8,31.311154598825826,121988.71679542214,-0.70572026434361712,0,-0.034116938959100424,0,-0.045442426476963213
9,35.225048923679054,120912.19703477257,13.326406931502037,0,-0.042980856283174704,0,-0.057513071009906568
10,39.138943248532286,119698.663593587,3.1418324543922083,0,-0.053068046261989334,0,-0.071003791370255018
11,43.052837573385517,118391.01598607287,6.7682131830036738,0,-0.064052653056923856,0,-0.085914587558008584
12,46.966731898238748,116985.49969682809,15.215081303778504,0,-0.075995501229772125,0,-0.10224545957316726
13,50.88062622309198,115454.73422141644,-4.4582022000806614,0,-0.089166952490328161,0,-0.119996407415731
14,54.794520547945211,113851.30112375336,-5.5127576380868151,0,-0.10315227328382867,0,-0.13916743108569993
15,58.708414872798443,112176.42333860981,7.1919961968510915,0,-0.11797265379577815,0,-0.15975853058307385
16,62.622309197651674,110408.69313065395,5.9699537185537777,0,-0.13385662126341918,0,-0.18176970590785299
17,66.536203522504906,108551.08244398542,-12.637374909594142,0,-0.15082462601038121,0,-0.20520095706003716
18,70.450097847358137,106653.22632685618,-5.5336473958073595,0,-0.16846279813103338,0,-0.23005228403962644
19,74.363992172211368,104691.95342892209,-2.4940067246429729,0,-0.18702323280075889,0,-0.25632368684662082
20,78.2778864970646,102678.75554877329,1.3466232012262844,0,-0.20644025790660353,0,-0.28401516548102029
21,82.191780821917831,100636.90583169415,22.652469628406791,0,-0.22652644656800716,0,-0.31312671994282487
22,86.105675146771063,98510.89407836966,-0.63882956194426943,0,-0.24787835228916327,0,-0.34365835023203462
23,90.019569471624294,96385.881767492698,10.175640069284242,0,-0.26968575793499949,0,-0.3756100563486493
24,93.933463796477525,94211.244614279596,-1.8589196820379663,0,-0.29250595009522851,0,-0.40898183829266932
25,97.847358121330757,92033.434118805671,3.538349212087228,0,-0.3158935687670148,0,-0.44377369606409445
26,101.76125244618399,89815.084185654807,-16.980426739292728,0,-0.34029255758866084,0,-0.47998562966292452
27,105.67514677103722,87615.769620581559,-9.6073420752162306,0,-0.36508449389115494,0,-0.51761763908915959
28,109.58904109589045,85411.898845470423,-3.4630679014234236,0,-0.39056007229979317,0,-0.55666972434279982
29,113.50293542074368,83209.261226729213,1.9702608423284245,0,-0.41668683967828918,0,-0.59714188542384528
30,117.41682974559691,80998.428769269362,-7.7326392816828413,0,-0.44361573755786221,0,-0.63903412233229573
31,121.33072407045015,78812.167338709492,-4.5154965048797555,0,-0.47097810133609302,0,-0.68234643506815151
32,125.24461839530338,76653.410335689405,10.14359340554287,0,-0.49875139749216613,0,-0.7270788236314123
33,129.15851272015661,74500.745807025785,10.726698877743328,0,-0.52723635796393775,0,-0.77323128802207797
34,133.07240704500984,72364.1660272234,3.4301996321495465,0,-0.55633426164099897,0,-0.82080382824014908
35,136.98630136986307,70248.115865872736,-10.78498078327655,0,-0.58601200669234599,0,-0.86979644428562486
36,140.9001956947163,68191.494494503757,3.8076740002066427,0,-0.61572565121678136,0,-0.92020913615850608
37,144.81409001956953,66145.281492567432,-4.6766057343716501,0,-0.6461919365373362,0,-0.97204190385879241
38,148.72798434442277,64150.714936629447,2.4391115544016859,0,-0.67681025836806741,0,-1.0252947473864837
39,152.641878669276,62173.235442950165,-11.6694977625231,0,-0.70812088533652207,0,-1.0799676667415798
40,156.55577299412923,60260.096216436621,-1.7266343889198821,0,-0.73937536374272939,0,-1.1360606619240814
41,160.46966731898246,58385.131301310903,4.4017586855361133,0,-0.77098423771901137,0,-1.1935737329339884
42,164.38356164383569,56532.839310305644,-10.219610894481836,0,-0.80322379809526989,0,-1.2525068797713002
43,168.29745596868892,54765.406859345836,15.415712218110674,0,-0.83498676119825543,0,-1.3128601024360167
44,172.21135029354215,52998.649569337002,-3.8161955603090085,0,-0.86777906072822886,0,-1.3746334009281385
45,176.12524461839539,51303.145645645811,1.9502229566887186,0,-0.90029342520651734,0,-1.4378267752476659
46,180.03913894324862,49642.606670795001,-4.073326439977464,0,-0.93319602367548771,0,-1.5024402253945983
47,183.95303326810185,48053.259474546285,14.038522261970691,0,-0.96573552595810108,0,-1.5684737513689355
48,187.86692759295508,46481.015171088184,2.0793959012039109,0,-0.99900154079646375,0,-1.6359273531706777
49,191.78082191780831,44974.529081561646,8.7567287449443718,0,-1.0319491850213507,0,-1.7048010307998249
50,195.69471624266154,43498.824460153744,-0.69870493497776842,0,-1.0653115803069297,0,-1.7750947842563778
51,199.60861056751477,42070.707718862432,-9.1314724092313053,0,-1.0986937742592175,0,-1.846808613540335
52,203.522504892368,40730.799779438734,24.556338626441537,0,-1.1310609365377124,0,-1.9199425186516981
53,207.43639921722124,39387.85386899388,9.7098328166073085,0,-1.1645880027919766,0,-1.9944964995904655
54,211.35029354207447,38091.436111699484,-3.4106783064115525,0,-1.1980560112358465,0,-2.0704705563566392
55,215.2641878669277,36863.145764531109,7.5785320648768284,0,-1.2308332019471091,0,-2.1478646889502175
56,219.17808219178093,35658.467823053092,-0.97423390423386413,0,-1.2640588488832198,0,-2.2266788973712002
57,223.09197651663416,34488.154922457979,-17.385040649545232,0,-1.2974295646286731,0,-2.3069131816195885
58,227.00587084148739,33410.223878861514,17.351993524968364,0,-1.3291835368320384,0,-2.388567541695382
59,230.91976516634062,32302.933620384942,-17.466982690572774,0,-1.3628874438670333,0,-2.4716419775985803
60,234.83365949119386,31301.734437218005,14.684702094329133,0,-1.39437198479141,0,-2.5561364893291838
61,238.74755381604709,30283.22868282293,-8.4834428212027611,0,-1.4274514436768617,0,-2.6420510768871921
62,242.66144814090032,29337.537258494776,4.2796254206040736,0,-1.4591776629600077,0,-2.7293857402726061
63,246.57534246575355,28404.839011974196,-5.7013239240446936,0,-1.4914859757335168,0,-2.8181404794854243
64,250.48923679060678,27541.381925673646,18.976754720078496,0,-1.52235582323506,0,-2.9083152945256505
65,254.40313111546001,26661.826376627105,-5.8676442573323833,0,-1.5548126754777087,0,-2.9999101853932788
66,258.31702544031322,25858.954832629071,13.703564924026782,0,-1.5853885379766088,0,-3.0929251520883119
67,262.23091976516645,25050.965683992261,-2.9631453539087511,0,-1.6171331170849006,0,-3.1873601946107506
68,266.14481409001968,24299.389892273601,6.799196561924072,0,-1.647594251414439,0,-3.2832153129605963
69,270.05870841487291,23568.335138761591,8.2181584542763755,0,-1.6781414144362918,0,-3.380490507137845
70,273.97260273972614,22853.376803876865,-2.030699186651602,0,-1.7089466063589938,0,-3.4791857771424994
71,277.88649706457937,22192.029161543363,14.644241878249211,0,-1.7383123165037235,0,-3.5793011229745599
72,281.8003913894326,21523.537767867187,-1.4596447447723975,0,-1.768898377931982,0,-3.6808365446340243
73,285.71428571428584,20879.742966025504,-17.477993404568938,0,-1.7992660412494854,0,-3.7837920421208939
74,289.62818003913907,20282.88188604734,-10.179307919949279,0,-1.8282682206701759,0,-3.8881676154351696
75,293.5420743639923,19716.379331761276,4.8244542094822673,0,-1.8565957656807293,0,-3.9939632645768497
76,297.45596868884553,19154.692617207736,2.9216192575990076,0,-1.885497763238942,0,-4.101178989545935
77,301.36986301369876,18609.1254714069,-3.6860440959903906,0,-1.914393416983486,0,-4.2098147903424241
78,305.28375733855199,18101.250865442846,7.4390879679503827,0,-1.9420644496600104,0,-4.3198706669663194
79,309.19765166340522,17597.345009409626,3.4043859359911988,0,-1.9702974552051555,0,-4.4313466194176208
80,313.11154598825846,17135.288529318772,22.888322650444319,0,-1.996905500352482,0,-4.5442426476963256
81,317.02544031311169,16655.962917747773,7.5373603460598506,0,-2.0252772086217736,0,-4.6585587518024374
82,320.93933463796492,16195.58205736689,-5.7018601567506995,0,-2.0533070015946007,0,-4.7742949317359535
83,324.85322896281815,15766.432026811663,-3.84184849068743,0,-2.0801623694332672,0,-4.891451187496874
