   1.8000000000000000e+01   6.5038450166036403e+00   5.5196727538543278e-01   2.4585016934274909e-02
   2.2000000000000000e+01   7.1902712048990205e+00   5.4877874729574716e-01   2.6700014658065662e-02
   2.6000000000000000e+01   7.8166488983451226e+00   5.5100527760810436e-01   1.6196616762962874e-02
   3.2000000000000000e+01   8.6717933554715216e+00   5.5991620099256467e-01   6.7897580213578433e-03
   3.8000000000000000e+01   9.4498677239419617e+00   5.5914285913202288e-01   7.2386801806056675e-03
   6.2000000000000000e+01   1.2070625501605129e+01   4.8086993436159309e-01   1.7551562249753315e-02
   7.2000000000000000e+01   1.3007690033207281e+01   4.5399065646229791e-01   1.9240845488304705e-02
   8.4000000000000000e+01   1.4049911031746786e+01   4.3729577825550314e-01   1.7457847250111597e-02
   9.8000000000000000e+01   1.5175638372075161e+01   4.1756512502640153e-01   3.0395489831459361e-02
   1.1500000000000000e+02   1.6439282222773599e+01   4.4327189018588781e-01   2.0824407851580205e-02
   1.3600000000000000e+02   1.7877359984069237e+01   4.4784237103793340e-01   1.9685849762848658e-02
   1.6100000000000000e+02   1.9451221041363961e+01   4.0136276067757426e-01   2.7998114538749137e-02
   1.9100000000000000e+02   2.1186080335918678e+01   4.2452679836076412e-01   2.4109977220368499e-02
   2.2800000000000000e+02   2.3147354060453651e+01   4.1582685119473545e-01   2.6491989216099205e-02
   2.7200000000000000e+02   2.5282404948896776e+01   3.9367381381917321e-01   2.7207131695221581e-02
   3.2500000000000000e+02   2.7636027210870960e+01   4.3110267643564726e-01   2.4662814140804613e-02
   3.9000000000000000e+02   3.0273751006441209e+01   4.1702006112121393e-01   2.7222666700202510e-02
   4.6800000000000000e+02   3.3163232653045149e+01   4.7604701267905369e-01   1.5265961251450556e-02
   5.6300000000000000e+02   3.6373754274201616e+01   4.5692183140177689e-01   2.0975500043955896e-02
   6.7800000000000000e+02   3.9916162140165738e+01   4.9180846679258733e-01   8.5781189567188769e-03
   8.1600000000000000e+02   4.3790409909020042e+01   4.5154499255617125e-01   1.4376493646121093e-02
   1.0160000000000000e+03   4.8863073992535512e+01   4.9088567001628719e-01   5.4365381504840292e-03
   1.2160000000000000e+03   5.3456524391321970e+01   4.7584100259409667e-01   1.7464490701910172e-02
   1.5160000000000000e+03   5.9687519633504628e+01   4.4155626655259977e-01   2.2211145464485486e-02
   2.0160000000000000e+03   6.8830225918559947e+01   4.4984448557874418e-01   1.1925913189482031e-02
