Time,D_sat,D_sat(error),D_sat(std),D_sat(pts),D_msd,D_msd(std),D_msdX,D_msdX(std),D_msdY,D_msdY(std),D_msdZ,D_msdZ(std)
10000000000,8.9624330740253864e-05,7.0165012658345596,0,5,0.00022053533555846353,0,0.000328432545791875,0,1.0204697818749999e-07,0,0.00033307141390532814,0
