Id,Gx,Gy,Gz,Kx,Ky,Kz
0,0,0,0,0,0,0
1,0,0,4.0156862745098039,0,0,0.0010742478713011826
2,0,0,8.0313725490196077,0,0,0.0021484957426023653
3,0,0,12.047058823529412,0,0,0.0032227436139035479
4,0,0,16.062745098039215,0,0,0.0042969914852047306
5,0,0,20.078431372549019,0,0,0.0053712393565059132
6,0,0,24.094117647058823,0,0,0.0064454872278070958
7,0,0,28.109803921568627,0,0,0.0075197350991082785
8,0,0,32.125490196078431,0,0,0.0085939829704094611
9,0,0,36.141176470588235,0,0,0.0096682308417106438
10,0,0,40.156862745098039,0,0,0.010742478713011826
11,0,0,44.172549019607843,0,0,0.011816726584313009
12,0,0,48.188235294117646,0,0,0.012890974455614192
13,0,0,52.20392156862745,0,0,0.013965222326915376
14,0,0,56.219607843137254,0,0,0.015039470198216557
15,0,0,60.235294117647058,0,0,0.016113718069517738
16,0,0,64.250980392156862,0,0,0.017187965940818922
17,0,0,68.266666666666666,0,0,0.018262213812120103
18,0,0,72.28235294117647,0,0,0.019336461683421288
19,0,0,76.298039215686273,0,0,0.020410709554722468
20,0,0,80.313725490196077,0,0,0.021484957426023653
21,0,0,84.329411764705881,0,0,0.022559205297324834
22,0,0,88.345098039215685,0,0,0.023633453168626018
23,0,0,92.360784313725489,0,0,0.024707701039927202
24,0,0,96.376470588235293,0,0,0.025781948911228383
25,0,0,100.3921568627451,0,0,0.026856196782529568
26,0,0,104.4078431372549,0,0,0.027930444653830752
27,0,0,108.4235294117647,0,0,0.02900469252513193
28,0,0,112.43921568627451,0,0,0.030078940396433114
29,0,0,116.45490196078431,0,0,0.031153188267734298
30,0,0,120.47058823529412,0,0,0.032227436139035476
31,0,0,124.48627450980392,0,0,0.03330168401033666
32,0,0,128.50196078431372,0,0,0.034375931881637845
33,0,0,132.51764705882351,0,0,0.035450179752939022
34,0,0,136.5333333333333,0,0,0.036524427624240199
35,0,0,140.54901960784309,0,0,0.037598675495541384
36,0,0,144.56470588235288,0,0,0.038672923366842561
37,0,0,148.58039215686267,0,0,0.039747171238143739
38,0,0,152.59607843137246,0,0,0.040821419109444916
39,0,0,156.61176470588225,0,0,0.041895666980746094
40,0,0,160.62745098039204,0,0,0.042969914852047271
41,0,0,164.64313725490183,0,0,0.044044162723348455
42,0,0,168.65882352941162,0,0,0.045118410594649633
43,0,0,172.67450980392141,0,0,0.04619265846595081
44,0,0,176.6901960784312,0,0,0.047266906337251988
45,0,0,180.70588235294099,0,0,0.048341154208553165
46,0,0,184.72156862745078,0,0,0.049415402079854343
47,0,0,188.73725490196057,0,0,0.050489649951155527
48,0,0,192.75294117647036,0,0,0.051563897822456711
49,0,0,196.76862745098015,0,0,0.052638145693757882
50,0,0,200.78431372548994,0,0,0.053712393565059066
51,0,0,204.79999999999973,0,0,0.054786641436360237
52,0,0,208.81568627450952,0,0,0.055860889307661421
53,0,0,212.83137254901931,0,0,0.056935137178962598
54,0,0,216.8470588235291,0,0,0.058009385050263783
