msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
77.781649609374995,0,78.946325390625006,0,77.455249609375002,0,2.2559028285498486,0,2.2896819448640482,0,2.2464362424471296,0
