msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
473.61744599999997,0,457.02778949999998,0,454.48027274999998,0,1.9389360507641922,0,1.8710198805949783,0,1.8605906362581879,0
