msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
1041.11836825,0,1041.31966175,0,1040.1862450624999,0,1.9296049823927348,0,1.9299780590306739,0,1.9278773886803817,0
