msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
1348.54046625,0,1544.9286235,0,1284.9067230000001,0,0.55683395253530432,0,0.63792576740440987,0,0.53055856098769505,0
