Time,Dsat,Dsat(error),Dsat(std),Dsat(pts),Dmsd,Dmsd(std),DmsdX,DmsdX(std),DmsdY,DmsdY(std),DmsdZ,DmsdZ(std)
10,1.7562040486591191,0.00011941009071631786,0,86,1.7601257343749999,0,1.7912014312499998,0,1.7589675124999999,0,1.7302082593750001,0
10.433333333333334,1.7491664244997305,0.00012490708598908874,0,85,1.7523563728035143,0,1.7836590814696487,0,1.7510638807907346,0,1.7223461561501596,0
10.875,1.7424847626028124,0.00012625675094652785,0,83,1.7445712758620688,0,1.7757754626436784,0,1.743233603448276,0,1.714704761494253,0
11.333333333333334,1.7360623356682376,0.00013070468331806659,0,82,1.7372482215073528,0,1.7689987886029412,0,1.7353247950367647,0,1.7074210808823527,0
11.816666666666666,1.7282511591644971,0.00013671845406916717,0,81,1.7291327098025386,0,1.762101733074753,0,1.7262926551480957,0,1.6990037411847672,0
12.324999999999999,1.7208820048843716,0.00014378953415685114,0,80,1.7206921805273836,0,1.7530705755578093,0,1.7181232479716024,0,1.6908827180527384,0
12.85,1.7156376343343902,0.00014547045645893375,0,78,1.7127979190985736,0,1.7443264421206226,0,1.7098887597276267,0,1.6841785554474709,0
13.391666666666666,1.7084509646246822,0.00014952550150104641,0,77,1.7043300723397636,0,1.7346389117921595,0,1.7024401750155571,0,1.6759111302115743,0
13.966666666666667,1.7002526865661542,0.00014019055935868488,0,76,1.6964918526252986,0,1.7274094935859188,0,1.6946461329057281,0,1.6674199313842482,0
14.558333333333334,1.6941052642463981,0.00015243307547897422,0,75,1.6892324613623355,0,1.7211471486834573,0,1.6871086970520892,0,1.6594415383514596,0
15.183333333333334,1.6880944826488724,0.00015396546411617666,0,73,1.6812408225850715,0,1.7131188474204171,0,1.678956740532382,0,1.6516468798024149,0
15.824999999999999,1.6816089626910764,0.0001509657398183248,0,72,1.6736834228541342,0,1.7060135347551344,0,1.6708353574249606,0,1.6442013763823065,0
16.5,1.6748560709616316,0.00015506163475587125,0,71,1.6655730928030301,0,1.6983163731060607,0,1.6618370492424244,0,1.636565856060606,0
17.199999999999999,1.6679569047408067,0.00015500387842101872,0,70,1.6574532176598837,0,1.6907208303052328,0,1.6533320112645349,0,1.6283068114098838,0
17.933333333333334,1.6603694402885916,0.00016299360532534169,0,69,1.6489455622676581,0,1.6825278258596654,0,1.6447465270678439,0,1.6195623338754646,0
18.699999999999999,1.6532117332300686,0.00016285405497080388,0,68,1.6402092017602499,0,1.6735629495320856,0,1.6359474398395724,0,1.611117215909091,0
19.491666666666667,1.6480356769815867,0.00017413497738643803,0,67,1.6321798188328345,0,1.6644949877084221,0,1.6278470377297989,0,1.6041974310602822,0
20.324999999999999,1.6407984981327537,0.00018141126452029562,0,66,1.6233020167076673,0,1.6550437515375156,0,1.6194895787207872,0,1.5953727198646988,0
21.191666666666666,1.6349553127350873,0.00018715085126237718,0,65,1.6148186944553675,0,1.6461443718049549,0,1.6105204792567835,0,1.587791232304365,0
22.091666666666665,1.6281781522389032,0.00018130404849643665,0,64,1.606607840437571,0,1.6379230903432669,0,1.6020060161259904,0,1.5798944148434553,0
23.033333333333331,1.6217567906264463,0.00018791280664633879,0,63,1.5979244604739509,0,1.6292815769717803,0,1.5929267420405211,0,1.5715650624095516,0
24.016666666666666,1.6152586873495762,0.00018934982835606864,0,62,1.589590046408744,0,1.6209673100277584,0,1.5842616945697434,0,1.56354113462873,0
25.033333333333331,1.6080885807493963,0.00019143343510107574,0,61,1.5805831383155793,0,1.6128279589713717,0,1.5744749250998669,0,1.5544465308754993,0
26.099999999999998,1.6014060540700428,0.00020307745018257215,0,60,1.571855763489783,0,1.6047150083812263,0,1.5654023503352492,0,1.5454499317528736,0
27.216666666666665,1.5952165985880582,0.00021058888637870497,0,59,1.5633804872167791,0,1.5963320013012861,0,1.556222574249847,0,1.5375868860992041,0
28.375,1.588358949632281,0.00019910494175541947,0,58,1.5551272118208515,0,1.5874711762114537,0,1.5488394581497797,0,1.5290710011013215,0
29.583333333333332,1.582986584318959,0.00020462530316244225,0,57,1.5474476718309857,0,1.5795810982394367,0,1.5416634496478874,0,1.5210984676056341,0
30.841666666666665,1.5759909512489976,0.00020665055085437298,0,56,1.5392906542150773,0,1.5718808389624426,0,1.5334956920426912,0,1.5124954316400974,0
32.158333333333331,1.5688508591264267,0.00022637545116588082,0,56,1.5308544940399067,0,1.5644374044441565,0,1.5244559986395441,0,1.5036700790360196,0
33.524999999999999,1.5631645246988377,0.00023068726135544931,0,55,1.5227234119438231,0,1.5548905117449665,0,1.5174956562266966,0,1.4957840678598062,0
34.950000000000003,1.5569268427726846,0.00022702458172647722,0,54,1.5145851373986645,0,1.5472453862660942,0,1.5092944831902717,0,1.4872155427396279,0
36.441666666666663,1.5512967542112581,0.00022907699641668754,0,53,1.5056463483306657,0,1.5381055945575122,0,1.4996220629430597,0,1.4792113874914248,0
37.991666666666667,1.5464379582474945,0.00023780373794009992,0,52,1.4967374254222419,0,1.5284889194450537,0,1.4902049596951086,0,1.4715183971265628,0
39.608333333333334,1.5393466852853384,0.00025661363569048413,0,52,1.4874268099095309,0,1.5187653645066275,0,1.4808840724279402,0,1.4626309927940249,0
41.299999999999997,1.532929439799054,0.00026670336915282666,0,51,1.4786792637711865,0,1.5102185562953996,0,1.4724324962167072,0,1.453386738801453,0
43.05833333333333,1.5259352857304511,0.00025508225477240002,0,50,1.4696390519160056,0,1.500237255902845,0,1.4642997358234953,0,1.444380164021676,0
