Idx,Gradient,NMR_signal(mean),NMR_signal(noise),NMR_signal(std),SAT_lhs(mean),SAT_lhs(std),SAT_rhs
0,0,443234.49464250839,1.3957667053038367,0,0,0,-0
1,3.9138943248532287,442980.83445129311,2.4804112757269845,0,-0.00057245725686527619,0,-0.00039598197992062598
2,7.8277886497064575,442223.09205646592,7.9851277077648994,0,-0.0022844753743074234,0,-0.0015839279196825039
3,11.741682974559687,440960.99044641346,14.677519886976508,0,-0.0051425487798143028,0,-0.0035638378192856352
4,15.655577299412915,439174.76019590494,-2.1148672498032606,0,-0.0092015424103160624,0,-0.0063357116787300157
5,19.569471624266143,436907.3969937794,-6.213341712375545,0,-0.01437769682891846,0,-0.0098995494980156501
6,23.483365949119371,434166.07441794511,0.87138704606888151,0,-0.020671842422553658,0,-0.014255351277142539
7,27.397260273972599,430935.23042547022,-6.9150927740389747,0,-0.028141161900635835,0,-0.019403117016110669
8,31.311154598825826,427258.78725553741,2.1201609807291302,0,-0.036709074481087227,0,-0.025342846714920063
9,35.225048923679054,423109.14312891144,-13.508461457670242,0,-0.046468795930709135,0,-0.032074540373570708
10,39.138943248532286,418557.25365934253,1.7091168805191557,0,-0.057285275871806221,0,-0.0395981979920626
11,43.052837573385517,413582.68782880349,10.43699077629312,0,-0.069241498238771432,0,-0.047913819570395755
12,46.966731898238748,408193.14583920274,2.1220212336227058,0,-0.082358504224470525,0,-0.057021405108570164
13,50.88062622309198,402433.47754464997,2.1306463843362686,0,-0.096569153257987581,0,-0.066920954606585814
14,54.794520547945211,396305.76087680523,-8.0479493914509721,0,-0.11191292652967963,0,-0.077612468064442747
15,58.708414872798443,389855.35508273216,-4.6186495774216159,0,-0.12832317735068408,0,-0.089095945482140892
16,62.622309197651674,383112.73048447387,20.483315630336357,0,-0.1457696819354346,0,-0.10137138685968033
17,66.536203522504906,376029.62448762177,-4.1148532442817904,0,-0.16443103445934443,0,-0.114438792197061
18,70.450097847358137,368715.10838929849,6.9816516462125433,0,-0.18407468141650091,0,-0.12829816149428294
19,74.363992172211368,361130.36736921535,-9.1459899465682142,0,-0.20485994168821672,0,-0.14294949475134611
20,78.2778864970646,353362.5999023919,10.307196097525935,0,-0.22660423835626931,0,-0.15839279196825054
21,82.191780821917831,345354.26764426945,-16.744020379115401,0,-0.24952821037101586,0,-0.17462805314499619
22,86.105675146771063,337227.93126407388,7.6939035044085795,0,-0.27333990764902094,0,-0.19165527828158316
23,90.019569471624294,328931.68985214393,7.2618457704590513,0,-0.29824886369788001,0,-0.20947446737801129
24,93.933463796477525,320521.23485278926,13.426172909602103,0,-0.32415043371964319,0,-0.22808562043428082
25,97.847358121330757,312002.35626699217,8.1033639098514705,0,-0.35108822335773404,0,-0.24748873745039157
26,101.76125244618399,303391.39233192062,-15.778465232806877,0,-0.37907526745693559,0,-0.26768381842634353
27,105.67514677103722,294785.13824996038,15.733752425060876,0,-0.40785221722408393,0,-0.28867086336213665
28,109.58904109589045,286102.12712873687,-1.0042862308968967,0,-0.43775012833462296,0,-0.31044987225777104
29,113.50293542074368,277438.69528850244,8.9194610775690606,0,-0.46849897237522514,0,-0.33302084511324676
30,117.41682974559691,268755.59583085804,-14.333354663284165,0,-0.50029656235517461,0,-0.35638378192856374
31,121.33072407045015,260138.19625020263,-5.0831612133283821,0,-0.53288594943059309,0,-0.38053868270372204
32,125.24461839530338,251576.02638840035,7.4770184798348618,0,-0.56635372761487734,0,-0.40548554743872156
33,129.15851272015661,243050.86773585645,-12.576855900605441,0,-0.60082820959656091,0,-0.43122437613356218
34,133.07240704500984,234620.55125297102,-24.058980822963854,0,-0.63612942964507402,0,-0.45775516878824424
35,136.98630136986307,226321.9500701504,-5.6471006745448431,0,-0.67214041989157314,0,-0.48507792540276734
36,140.9001956947163,218120.88977120953,-5.9472576875461627,0,-0.709049513953116,0,-0.51319264597713188
37,144.81409001956953,210063.06114364575,7.4352513950014085,0,-0.74669118647717436,0,-0.54209933051133763
38,148.72798434442277,202105.59620697613,-20.520138280961,0,-0.78530864896341968,0,-0.57179797900538465
39,152.641878669276,194345.55562922789,-3.7618186487709275,0,-0.82446117411095876,0,-0.60228859145927272
40,156.55577299412923,186727.64409112828,-7.4580974261788509,0,-0.86444785678482849,0,-0.63357116787300227
