msdX(mean),msdX(std),msdY(mean),msdY(std),msdZ(mean),msdZ(std),DmsdX(mean),DmsdX(std),DmsdY(mean),DmsdY(std),DmsdZ(mean),DmsdZ(std)
3596.8323274999998,0,2963.1247887499999,0,2907.0258206250001,0,0.58302114137746575,0,0.48030162072682475,0,0.47120837382280001,0
